lake_id,NAME,COUNTRY,MAX DISTANCE TO LAND (KM),LAT CENTRE,LON CENTRE,N PIXELS LSWT_mean,N PIXELS LSWT_std,N PIXELS CLIM_mean,N PIXELS CLIM_std,LSWT_spatial_mean,LSWT_spatial_std,PIXELS_PERCENTAGE_mean,PIXELS_PERCENTAGE_std,max_N_no_obs_consecutive_days,N_no_obs_consecutive_days_mean,N_no_obs_consecutive_days_std,longest_duration_days,Freq_Rank,N_obs_days_mean,N_obs_days_std,selection,Insitu-only flag,LIC-only flag,LSWT-only flag,UOR_selection_flag,UOR_LIC_with_insitu_flag,lake_cluster_flag,Form ice flag
1801,lac  Kabwe,Congo The Democratic Republic of the,4.3,-9.1819,26.0181,54.923268870867126,22.1256140659915,109.33370288248337,3.996656009661437,0.2420698689956332,0.12493492482036597,46.15400745451018,18.592952996631542,248,10.8768,36.71053284494792,,,69.69565217391305,24.658457488085087,1,0,0,0,0,0,N5,0
1902, Lake Maninjau,Indonesia,3.5,-0.2958,100.1931,50.15,28.507201306262765,109.75,2.844056452605373,0.24825000000000003,0.11448689881379441,44.38053097345132,25.227611775453774,2249,465.6111111111111,621.6246758730874,,,0.8695652173913043,1.5167053955587406,1,0,0,1,1,0,,0
1951, laguna Guachuna,Bolivia Plurinational State of,3.4,-13.1625,-65.7708,50.76623376623377,34.81063823738955,138.26809496236248,3.247859802707806,0.44297113997114,0.25991684258979614,36.26159554730983,24.86474159813541,276,18.05152224824356,50.27104209509475,,,30.130434782608695,9.545605118330572,1,0,0,0,0,0,N3,0
1955, lago do Acara,Brazil,3.1,-3.6542,-62.6903,59.8,6.300793600809346,96.71867612293144,7.17775698944974,0.27,0.09816567628249703,54.862385321100916,5.780544587898482,2914,1399.3333333333333,997.2720569411115,,,0.21739130434782608,0.5184348595120819,1,0,0,1,1,0,,0
1975, laguna de Epecuen,Argentina,4.7,-37.1181,-62.8986,97.55114678899082,44.370808660896905,237.17177266004649,5.023725384900649,0.3998692660550459,0.2194486320448739,36.95119196552683,16.807124492763684,19,2.293416572077185,2.0001849562940035,,,189.56521739130434,32.365562628645506,1,0,0,0,0,0,N6,0
2099, laguna del Monte,Argentina,4.3,-36.9903,-62.5042,101.06557007661108,52.044471195258375,219.56508069587088,0.7529874037289129,0.3823663812528166,0.1964775808356647,45.93889548936867,23.6565778160265,20,2.2934027777777777,2.034745182606518,,,192.95652173913044,34.982434892216155,1,0,0,0,0,0,N6,0
2965, lac Mandje,Gabon,2.6,-2.8042,10.3597,10.8,7.2080202244136045,46.963746223564954,3.8445415672970875,0.18889999999999998,0.0850156194799259,21.176470588235297,14.133372989046283,2397,762.8181818181819,761.0591684299188,,,0.43478260869565216,0.6623708763718501,1,0,0,1,1,0,,0
3007, cienaga de Ayapel,Colombia,3.1,8.3681,-75.0764,1.5,0.7071067811865476,118.32369942196532,7.871754218291177,0.0425,0.06010407640085655,0.8982035928143713,0.4234172342434417,4052,2799.6666666666665,943.9824621723059,,,0.08695652173913043,0.2881040655200304,1,0,0,1,1,0,,0
4503, lake Mendota,United States,2.5,43.1069,-89.4125,21.849593495934958,12.480905185217852,61.7166876839008,2.5757691739045327,0.33211737804878055,0.23712487715199157,30.346657633243,17.334590535024837,120,5.183722804190169,10.397580422712414,7855.0,2.0,85.56521739130434,18.539456908188896,1,1,1,0,1,1,,1
6785, Erken,Sweden,1.5,59.8458,18.5764,11.049494411921234,5.480937874961354,39.547135769057284,2.8709710674432785,0.27003618946248004,0.2063426531025817,20.848102664002326,10.341392216908222,149,5.934485896269336,13.347980833916893,12498.0,2.0,81.69565217391305,28.273718574947576,1,1,1,0,1,1,,1
12471, Trout lake,United States,1.4,46.0319,-89.6708,3.085209003215434,1.7939260208167942,14.880254777070064,2.7647433981212215,0.2637765273311897,0.28116071225335376,11.018603582912263,6.406878645774263,172,15.9079754601227,31.0770155828585,5884.0,2.0,27.043478260869566,11.291502278944773,1,1,1,0,1,1,,1
13377, Douglas lake,United States,1.5,45.5819,-84.7069,4.6368909512761025,2.7592831105672744,23.16997411561691,2.3134201664076297,0.29984106728538285,0.2753455546740618,17.173670189911487,10.21956707617507,186,11.670278637770897,25.086191030479636,3715.0,1.0,37.47826086956522,15.409175440205603,1,1,1,0,1,1,,1
300000140,Tuz,Turkey,13.9,38.6236,33.5208,356.750876607113,393.51365971897405,2348.0332414464083,185.11026957367451,0.893766905994323,0.42398328436110455,13.386524450548333,14.765990983826448,77,2.09375,3.520016547270134,,,260.39130434782606,39.46199452457652,1,0,0,1,1,0,,1
300000311, Fletcher lake,Canada,3.8,63.5764,-108.7458,78.75438596491227,56.31490954513708,262.3168380462725,15.897962393315806,0.6389195906432749,0.4694512735998735,19.837376817358255,14.185115754442599,271,12.022222222222222,44.68474014581863,,,59.47826086956522,15.153366158344284,1,0,1,0,0,0,,1
300000579, Francois lake,Canada,1.9,54.0431,-125.8542,86.97952127659575,75.50014741319555,454.29848484848486,12.637555250324148,0.590804255319149,0.37016184058252233,17.607190541821,15.28343065044448,81,2.829878048780488,4.857702958591477,,,163.47826086956522,27.410796753398586,1,0,1,0,0,0,,1
300000853, Bustillos,Mexico,3.7,28.5458,-106.7458,58.90048348106366,40.40340922986751,142.63859529491987,0.5877649217256551,0.8080273972602741,0.4473239009540697,41.189149287457106,28.254132328578656,734,7.13132530120482,34.96770774572684,,,107.91304347826087,96.21940507529382,1,0,0,1,1,0,,0
300000918, Huaytunas,Bolivia Plurinational State of,4.7,-12.9208,-65.5208,152.87544767210505,109.65626304560966,403.15862524785194,6.442828286110745,0.5008284918424195,0.26676025690795624,37.10569118254977,26.615597826604237,60,4.467374810318665,6.680782186223408,,,109.26086956521739,10.301003443197118,1,0,0,0,0,0,N3,0
300001118, ozero Palvozero,Russian Federation,2.7,62.5958,33.7875,75.21182700794351,51.944240451957384,234.99233252623083,8.826704954537707,0.6045198587819947,0.4038193034616849,30.327349599977218,20.945258246757017,174,6.147294589178356,20.538232291673115,,,98.52173913043478,14.99354274715192,1,0,0,0,0,0,N4,1
300001141, Zzzz,Finland,2.1,61.2875,24.1375,41.33036437246964,29.597915859000334,186.25330396475772,10.55314132715215,0.45431781376518215,0.28947510178763075,16.59853990862234,11.886713196385648,173,5.2026315789473685,16.29536022936028,15539.0,3.0,107.3913043478261,19.08769029894965,1,0,1,0,0,0,,1
300001612, Mtera,Tanzania United Republic of,6.2,-7.0375,35.8375,163.9484611626771,128.51737771832163,512.6364849409074,4.385037754365445,0.42962359550561796,0.19816358024303035,30.992147667802854,24.2944003248245,38,2.445769449176604,2.9006912354832806,,,178.0,20.597881620999942,1,0,0,1,1,0,,0
300001625, lake Tengano,Solomon Islands,4.6,-11.7847,160.4958,28.76091081593928,30.88411661752497,177.53432282003712,3.7518463490139937,0.25543074003795063,0.15942947963663434,15.137321482073304,16.254798219749997,134,15.654075546719682,19.61993798388034,,,22.91304347826087,5.599618846430214,1,0,0,1,1,0,,0
300001645, Dora,Australia,4.3,-22.0458,122.9375,69.78134845620669,59.38546750056975,319.0921052631579,37.538194309115504,1.0311884057971015,0.5034394292586987,17.019841086879676,14.484260365992633,369,14.049484536082474,45.26523921485002,,,69.0,49.122296363260546,1,0,0,1,1,0,,0
300002883, Bathurst lake,Canada,2.4,66.3042,-107.2625,71.16300940438872,53.74998107829222,220.67665078284548,7.992307657406254,0.6104576802507836,0.4270596199501279,30.542064122055244,23.06866140699237,257,12.076271186440678,42.55320832367781,,,55.47826086956522,13.993081294363723,1,0,1,0,0,0,,1
300004634, Upnuk,United States,2.3,60.3625,-158.8625,32.045630317092034,19.28815040339461,103.26043878273178,8.374644659831143,0.5020672853828306,0.3769730007599889,27.625543376803478,16.627715864995363,224,9.955182072829132,31.969579505560716,,,56.21739130434783,14.314507967091323,1,0,0,0,0,0,N7,1
300004816, Kulik,United States,1.5,59.8042,-158.8208,14.303083700440528,10.807018883534546,83.86428571428571,8.782238595004642,0.5098969162995595,0.4132585793247904,12.224857863624385,9.236768276525288,218,10.591836734693878,30.423342328448825,,,49.34782608695652,12.744370221082553,1,0,0,0,0,0,N7,1
300004882, lake Beverley,United States,2.4,59.6736,-158.7736,51.00779944289694,35.1998268435347,175.36858475894246,14.818944227117802,0.5542211699164346,0.39340409950172367,22.47039623035107,15.50653164913423,195,7.331853496115428,23.131956932471287,,,78.04347826086956,16.796856472321796,1,0,0,0,0,0,N7,1
300004974, lake Aleknagik,United States,1.9,59.3708,-158.9014,35.851657022619676,27.219035205458496,165.2042491549976,19.410697317246335,0.5174971067859022,0.3578220104686621,17.319641073729308,13.1492923697867,186,6.565656565656566,17.75419234381116,,,82.65217391304348,23.30939860316235,1,0,0,0,0,0,N7,1
300009807, Laguna Kohunta,Honduras,2.7,15.1875,-83.5875,8.760299625468164,7.415185224261884,53.3677639046538,4.439107155662879,0.27396379525593006,0.2084664899632023,13.687968164794007,11.586226912909265,180,10.242587601078167,17.865336878098116,,,34.82608695652174,6.596501648002133,1,0,0,0,0,0,N1,0
300010187, Las Habras,Bolivia Plurinational State of,4.2,-12.7542,-65.1042,39.909199522102746,22.18498275521052,92.36082474226804,1.8546434371965739,0.498379330943847,0.28877283705278833,42.913117765701884,23.854820166893116,174,6.788092835519677,16.415563838033222,,,72.78260869565217,11.536332021996381,1,0,0,0,0,0,N3,0
300010196, La Porfia,Bolivia Plurinational State of,2.6,-13.1292,-65.8208,25.105198019801982,14.54477694677207,71.29268292682927,2.2509064763763305,0.47583787128712873,0.3105137912635728,34.390682218906825,19.924351981879543,232,7.1496311907270815,20.057996846208884,,,70.26086956521739,14.184554311915056,1,0,0,0,0,0,N3,0
300010537, Alsina,Argentina,2.2,-36.8375,-62.0292,27.94655264564404,18.80969645443895,128.02207505518763,6.838168819787057,0.3984740780331374,0.24080179763296816,16.93730463372366,11.399816032993327,49,2.5825942350332594,2.590351089878734,,,162.69565217391303,33.63633692980459,1,0,0,0,0,0,N6,0
300010539, Cochico,Argentina,2.2,-36.9208,-62.3125,34.27326914259514,16.614643541179667,87.99676305567544,0.09850100972870769,0.41321572673085744,0.24458612937975063,38.94689675294902,18.880276751340514,16,2.2192307692307693,1.8441363747628818,,,189.65217391304347,29.918994720065186,1,0,0,0,0,0,N6,0
300010540, Venado,Argentina,3.3,-37.0208,-62.6708,38.82923558337058,19.40720833343871,113.59409515717927,2.0750378295147858,0.41245037997317835,0.2364100787796802,33.18738084048768,16.587357549947647,16,2.1926298157453936,1.8386238137567972,,,194.52173913043478,31.412026598418684,1,0,0,0,0,0,N6,0
300010866, Dolgoye,Russian Federation,2.2,71.5125,149.4542,95.07429547395388,71.29189148636803,279.5678431372549,8.624964749484429,0.6283475661827498,0.4565083007647813,30.472530600626243,22.84996521998975,279,15.481798715203427,54.856296504080895,,,50.91304347826087,9.834600530216406,1,0,1,0,0,0,,1
300012284, ozero Lizhmozero,Russian Federation,2.1,62.6514,34.0542,39.42642487046632,24.883805167875064,153.94508009153319,7.407160727408274,0.44474559585492224,0.3013218107570851,19.42188417264351,12.258032102401497,199,7.19,25.304907517010303,,,83.91304347826087,15.005795981669158,1,0,0,0,0,0,N4,1
300012336, Sundozero,Russian Federation,2.3,62.3958,33.8125,39.30497180932855,22.778572272107304,104.44296839212093,3.2285852015511907,0.4605786776012302,0.3162705590139053,36.39349241604495,21.091270622321577,183,6.920600858369099,22.29441423488712,,,84.82608695652173,15.089587541543773,1,0,0,0,0,0,N4,1
300012341, Pyalozero,Russian Federation,1.5,62.3042,33.7208,11.542586750788644,6.327094386404652,39.37843137254902,1.183571938890297,0.3533446372239748,0.24321475011857965,28.85646687697161,15.817735966011641,222,9.31201044386423,28.124964276250395,,,55.130434782608695,15.621384957300991,1,0,0,0,0,0,N4,1
300015376, Siwa,Egypt,1.9,29.2125,25.4542,13.129245099941782,6.106074557284295,39.73057371096587,0.6454392787489017,0.5596601979429459,0.35228373668794444,32.82311274985445,15.265186393210735,17,1.9275964391691394,1.9675659043296352,,,224.04347826086956,52.30459588781986,1,0,0,1,1,0,,0
300016649, lake Rotorua,New Zealand,3.1,-38.0625,176.2514,50.775862068965516,31.017743247415,127.207779886148,0.9303100695788237,0.3072614097363083,0.20425099399624952,39.66864224137931,24.232611912042966,18,2.611013473930873,2.264019390387985,4234.0,2.0,171.47826086956522,30.16902319390385,1,1,0,0,1,0,,0
